"","X","amt_above_atv10_pred","app_id","assessment","atv","businessLicense","businessScope","businessType","cash","companyCode","companyPhone","crawled_at","credit","emergencyContact","emergencyContactPhone","gmv_amt","gmv_avg","gmv_cnt","gmv_month","gmv_rstd","has_sz","income","income_before_wash","is_assessment_better","is_pop","limit","limit_before_loan","limit_before_loan_fluct","loan_amt","loan_balance","loan_cnt","loan_quality","mainBusiness","max_active_days","max_overdue_amt","max_overdue_amt_p","max_overdue_days","overdue_current","overdue_loan_amt","overdue_loan_amt_p","overdue_loan_cnt","platform","punish_fake_amt","punish_fake_cnt","punish_normal_amt","punish_normal_cnt","punish_serious_amt","punish_serious_cnt","punish_total_amt","punish_total_cnt","punish_wash_amt","punish_wash_cnt","refund_amt","refund_rate","registeredCapital","remDays","shop_type","taxpayerCode","transport_id","weight_account","weight_busi","weight_fluct","weight_loan","weight_refuse","weight_time","target","num"
"27",26,0,174384,"9.33",223.778812785,"91350213093622094","鞋靴","专营店",NA,"91350213093622094R","0595-86503659","2017-01-12 17:56:46",NA,NA,NA,98015.12,12251.89,8,14,0.501440200906,"",12228.0667454,12228.0667454,"True","True",6110.68321744,6110.68321744,6110.68321744,0,NA,0,"False","鞋靴",256,0,0,0,"False",0,0,0,"JINGDONG",0,0,5,1,0,0,5,1,0,0,3232,0.194445547426,"100万元","79
                                                天","SOP",91350213093622096,163539,0.95,1,1,1,1,0.701369863014,0,1
"28",27,0,174173,"9.75",49.3533486766,"440306109606014","手机","专营店",NA,"30629780-4","0755-27363787","2017-01-12 13:20:39",NA,NA,NA,42888.06,7148.01,6,14,0.981301277046,"",7147.99138388,7147.99138388,"True","True",2176.71025293,2720.88781616,2176.71025293,0,NA,0,"False","手机",195,0,0,0,"False",0,0,0,"JINGDONG",0,0,15,3,0,0,15,3,0,0,1.6,0.000260437861154,"200万元","79
                                                天","SOP",440300306297804,163577,0.95,1,0.8,1,1,0.534246575342,0,1
"29",28,0,174268,"9.66",192.994993631,"91330104","服饰内衣","专营店",NA,"91330104MA27XLRW89","0571-87293265","2017-01-12 15:10:47",NA,NA,NA,3484910.6,580818.433333,6,14,0.745577223735,"",580559.916439,580559.916439,"True","True",176792.423869,220990.529836,176792.423869,0,NA,0,"False","服饰内衣",195,0,0,0,"False",0,0,0,"JINGDONG",0,0,6,6,0,0,6,6,0,0,27603.2,0.0445090718645,"50万元","79
                                                天","SOP",91330104,163643,0.95,1,0.8,1,1,0.534246575342,0,1
"30",29,0,174271,"9.38",154.989508104,"913301060567293783","服饰内衣","厂商直营旗舰店",0,"913301060567293783","0571-87293265","2017-01-12 15:12:44",0,NA,NA,62240662.23,5186721.8525,12,14,0.233460691403,"",5183894.66443,5183894.66443,"True","True",5318675.9257,4432229.93809,5318675.9257,1580000,1390000,5,"False","服饰内衣",773,0,0,0,"False",0,0,0,"JINGDONG",0,0,12,9,25,1,37,10,0,0,162334,0.0545081874599,"100万元","79
                                                天","SOP",913301060567293824,163643,0.95,1,1.2,1,0,1.2,0,1
"31",30,0,174295,"9.37",156.849200057,"91330106","服饰内衣","厂商授权旗舰店",0,"MA27WG3L-6","13758128715","2017-01-12 15:26:49",0,NA,NA,6627349.25,602486.295455,11,14,0.460684141,"",602331.549977,602331.549977,"True","True",406821.329748,406821.329748,406821.329748,0,0,0,"False","服饰内衣",346,0,0,0,"False",0,0,0,"JINGDONG",0,0,7,5,0,0,7,5,0,0,31424.5,0.0256844808506,"50万元","79
                                                天","SOP",330106,163643,0.95,1,1,1,1,0.947945205479,0,1
"32",31,7103.5,174281,"9.53",113.88585382,"91440113560246922","礼品箱包","厂商直营旗舰店",15518.32,"56024692-2","020-34869899","2017-01-12 15:18:52",0,NA,NA,6725612.26,560467.688333,12,14,0.163902822979,"",553317.476906,560420.976906,"True","True",138980.797287,473086.442754,567703.731305,763595,1050000.35,8,"True","礼品箱包",773,0,0,0,"False",0,0,0,"JINGDONG",0,0,10,10,0,0,10,10,0,0,4235,0.00833436586319,"10万元","79
                                                天","SOP",440100560246922,163648,0.95,1,1.2,1,1,1.2,0,1
"33",32,1680.83333333,174292,"9.83",97.4954900294,"440306111729519","礼品箱包","专卖店",5987.36,"31964104-5","020-34869899","2017-01-12 15:24:54",238766,NA,NA,1261396.65,210232.775,6,14,0.322623372633,"",208528.765169,210209.598503,"True","True",79376.6172897,79376.6172897,79376.6172897,0,0,0,"True","礼品箱包",195,0,0,0,"False",0,0,0,"JINGDONG",0,0,14,2,0,0,14,2,0,0,2258,0.0110242074605,"50万元","79
                                                天","SOP",440300319641045,163648,0.95,1,1,1,1,0.534246575342,0,1
"34",33,1806.53333333,174297,"9.72",100.968687794,"440306111729519","礼品箱包","专营店",42693.94,"31964104-5","020-34869899","2017-01-12 15:30:45",5732,NA,NA,4231898.31,352658.1925,12,14,0.128959389868,"",350811.792659,352618.325992,"True","True",0,359932.899268,431919.479121,708000,994268.14,5,"True","礼品箱包",773,0,0,0,"False",0,0,0,"JINGDONG",0,0,10,6,0,0,10,6,0,0,6119,0.0113045745007,"50万元","79
                                                天","SOP",440300319641045,163648,0.95,1,1.2,1.2,1,1.2,0,1
"35",34,0,174353,"9.65",203.791893905,"310116002926610","医药保健","专营店",3370.53,"07644960-5","18721723665","2017-01-12 17:04:43",0,NA,NA,2042271.46,170189.288333,12,14,0.4365421656,"",170183.184377,170183.184377,"True","True",37024.7412527,145506.622643,145506.622643,564000,334390.16,4,"False","医药保健",773,0,0,0,"False",0,0,0,"JINGDONG",0,0,21,10,0,0,21,10,0,0,211,0.00358656889442,"10万元","79
                                                天","SOP",310115076449605,163708,0.95,1,1,1,1,1.2,0,1
"36",35,0,175790,"9.61",38.3413362637,"91500232693906162","食品饮料","厂商直营旗舰店",NA,"91500232693906162Q","17784002180","2017-01-16 13:47:55",NA,NA,NA,87226.54,7268.87833333,12,14,0.346463038163,"",6541.9905,6541.9905,"True","True",4702.0332678,4702.0332678,4702.0332678,0,NA,0,"False","食品饮料",381,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,1,0,1,0,1,NA,NA,"200万元","75
                                                天","SOP",91500232693906160,163716,0.95,1,1,1,1,1.00876712329,0,1
"37",36,237.666666667,174415,"9.45",77.4544620209,"91350582572993407","母婴","专营店",0.6,"57299340-7","18650671088","2017-01-12 18:40:50",0,NA,NA,1638029.8,136502.483333,12,14,0.629986017818,"",136260.9198,136498.586466,"True","True",29518.0137597,109108.598295,87286.8786358,0,267990.18,0,"False","母婴",591,0,0,0,"False",0,0,0,"JINGDONG",0,0,36,8,25,1,61,9,0,0,1304.15,0.00285479561445,"100万元","79
                                                天","SOP",91350582572993408,163741,0.95,1,0.8,1,0,1.12383561644,0,1
"38",37,2898.51666667,174424,"9.71",97.8652707471,"91310118554306765","食品饮料","专营店",0,"91310118554306765G","13817885286","2017-01-12 18:48:40",0,NA,NA,3957785.49,329815.4575,12,14,0.636304250183,"",326907.370992,329805.887659,"True","True",223604.641759,279505.802198,223604.641759,45303,226147.76,3,"False","食品饮料",773,0,0,0,"False",0,0,0,"JINGDONG",0,0,21,10,0,0,21,10,0,0,806.6,0.00290157442968,"200万元","79
                                                天","SOP",91310118554306768,163746,0.95,1,0.8,1,1,1.2,0,1
"39",38,13902.75,174444,"9.53",158.237452262,"91350203072846291","运动户外","专营店",248.96,"91350203072846291K","0592-5980263","2017-01-12 20:12:39",0,NA,NA,6803640.9,566970.075,12,14,0.49381193716,"",552950.67476,566853.42476,"True","True",472772.82692,472772.82692,472772.82692,0,0,0,"False","运动户外",773,0,0,0,"False",0,0,0,"JINGDONG",0,0,8,5,0,1,8,6,0,1,9419.5,0.0205743204872,"500万元","79
                                                天","SOP",91350203072846288,163764,0.95,1,1,1,1,1.2,0,1
"40",39,3197.91666667,174451,"9.54",171.894296808,"91350322095302000","运动户外","专卖店",NA,"09530200-0","0592-3281003","2017-01-12 20:18:51",NA,NA,NA,3408835.8,378759.533333,9,14,0.867705013209,"",375471.333643,378669.25031,"True","True",167696.813179,209621.016474,167696.813179,0,NA,0,"False","运动户外",286,0,0,0,"False",0,0,0,"JINGDONG",0,0,2,1,0,0,2,1,0,0,17302.8,0.0238365019959,"5000万元","79
                                                天","SOP",91350322095302000,163764,0.95,1,0.8,1,1,0.783561643836,0,1
"41",40,351.333333333,174455,"9.67",155.652035228,"350203200553425","运动户外","专营店",0.77,"30313306-2","18950457136","2017-01-12 20:20:44",6e+05,NA,NA,9720469.6,810039.133333,12,14,0.473770996476,"",809586.619167,809937.952501,"True","True",771503.943001,777915.147016,777915.147016,4e+05,4e+05,1,"True","运动户外",591,0,0,0,"False",0,0,0,"JINGDONG",0,0,9,2,0,2,9,4,0,1,14014,0.0124908573591,"100万元","79
                                                天","SOP",350203303133062,163764,0.95,1,1,1.2,1,1.12383561644,0,1
"42",41,2310.75,173614,"9.55",167.866335552,"91440101587632153","礼品箱包","厂商授权旗舰店",1718.08,"91440101587632153G","13924302882","2017-01-11 11:52:13",0,NA,NA,3415641.25,284636.770833,12,14,0.227036019322,"",282261.855905,284572.605905,"True","True",209484.422086,241333.886799,289600.664158,494000,258459.61,10,"False","礼品箱包",772,0,0,0,"False",0,0,0,"JINGDONG",0,0,43,6,50,2,93,8,0,0,9380.06,0.0225427404501,"300万元","80
                                                天","SOP",91440101587632160,163838,0.95,1,1.2,1,0,1.2,0,1
"43",42,2655.63333333,173623,"9.49",40.5849752436,"91440101587632153","手机","专营店",3679.55,"91440101587632153G","13924302882","2017-01-11 11:56:05",0,NA,NA,1597669.77,133139.1475,12,14,0.219588305112,"",130465.401362,133121.034695,"True","True",7475.08163385,111547.918164,133857.501797,183000,298166.8,10,"True","手机",772,0,0,0,"False",0,0,0,"JINGDONG",0,0,50,10,0,0,50,10,0,0,2189.65,0.013604417234,"300万元","80
                                                天","SOP",91440101587632160,163838,0.95,1,1.2,1,0,1.2,0,1
"44",43,3664.86583333,173625,"9.55",78.3480929566,"91440101587632153","手机","厂商直营旗舰店",7532.67,"91440101587632153G","13924302882","2017-01-11 11:58:05",0,NA,NA,3665634.87,305469.5725,12,14,0.16099093824,"",301739.384302,305404.250135,"True","True",27861.5461625,257987.173578,309584.608294,208000,668451.43,10,"True","手机",772,0,0,0,"False",0,0,0,"JINGDONG",0,0,46,10,0,0,46,10,0,0,7127.45,0.0213842459272,"300万元","80
                                                天","SOP",91440101587632160,163838,0.95,1,1.2,1,0,1.2,0,1
"45",44,2378.04166667,174579,"9.63",99.2753863963,"440104000186261","礼品箱包","专营店",4159.36,"56794491-8","17050099039","2017-01-13 11:06:42",0,NA,NA,1022813.64,85234.47,12,14,0.164122729671,"",82836.1144912,85214.1561579,"True","True",38600.4623894,70824.87789,84989.853468,204532,121605.75,7,"False","礼品箱包",774,0,0,0,"False",0,0,0,"JINGDONG",0,0,5,1,0,0,5,1,0,0,1651,0.0238328954586,"10万元","78
                                                天","SOP",440100567944918,163843,0.95,1,1.2,1,1,1.2,0,1
"46",45,0,174589,"9.82",210.302981453,"440104000186261","服饰内衣","厂商直营旗舰店",1857.87,"56794491-8","17050099039","2017-01-13 11:22:40",0,NA,NA,1156089,96340.75,12,14,0.932386066143,"",96287.3408911,96287.3408911,"True","True",65860.5411695,82325.6764619,65860.5411695,0,0,0,"False","服饰内衣",774,0,0,0,"False",0,0,0,"JINGDONG",0,0,1,1,50,1,51,2,0,0,1542,0.055437713464,"10万元","78
                                                天","SOP",440100567944918,163843,0.95,1,0.8,1,0,1.2,0,1
"47",46,0,174576,"9.57",1738.50167127,"330481000140449","服饰内衣","厂商直营旗舰店",12224.19,"06690879-1","0573-87271630","2017-01-13 10:58:42",207997,NA,NA,3937211.74,328100.978333,12,14,0.957688531854,"",327798.527415,327798.527415,"True","True",168358.232898,369953.41804,295962.734432,450000,450000,2,"True","服饰内衣",774,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,60108,0.0921822665538,"50万元","443
                                                天","SOP",330481066908791,163846,1.045,1,0.8,1.2,1,1.2,0,1
"48",47,304.333333333,174583,"9.71",438.023495311,"91341600","食品饮料","专营店",NA,"91341600MA2MXFRQ6F","18255809678","2017-01-13 11:18:41",NA,NA,NA,513801.56,128450.39,4,14,1.90563589373,"",115301.017667,115605.351,"True","True",0,0,0,0,NA,0,"False","食品饮料",134,0,0,0,"False",0,0,0,"JINGDONG",0,0,33,2,0,0,33,2,0,0,NA,NA,"500万元","78
                                                天","SOP",91341600,163852,0.95,1,0.5,1,0,0,0,1
"49",48,0,174617,"9.45",1158,"440681000432173","家具","厂商直营旗舰店",147.98,"06219933-4","13823437922","2017-01-13 11:50:44",3756,NA,NA,1196492,99707.6666667,12,14,0.0822667883868,"",99694.8270704,99694.8270704,"True","True",31070.4074845,112515.581832,135018.698198,92508,177126.77,8,"True","家具",774,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,908,0.0128772407533,"3万元","78
                                                天","SOP",440681062199334,163867,1.045,1,1.2,1.2,1,1.2,0,1
"50",49,0,174694,"9.69",609.383306773,"110117018863558","家具","厂商直营旗舰店",NA,"33552186-0","18911213123","2017-01-13 14:36:43",NA,NA,NA,305910.42,76477.605,4,14,1.26478143417,"",68829.8445,68829.8445,"True","True",0,0,0,0,NA,0,"False","家具",134,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"100万元","78
                                                天","SOP",110117335521860,163900,1.045,1,0.5,1,1,0,0,1
"51",50,0,175792,"9.85",172,"330402000157242","服饰内衣","厂商授权旗舰店",NA,"30767643-5","13216384109","2017-01-16 13:47:50",NA,NA,NA,66600,5550,12,14,0.246448928347,"",4995,4995,"True","True",5124.87,4270.725,5124.87,0,NA,0,"False","服饰内衣",777,0,0,0,"False",0,0,0,"JINGDONG",0,0,13,2,0,0,13,2,0,0,NA,NA,"100万元","75
                                                天","SOP",330401307676435,163944,0.95,1,1.2,1,1,1.2,0,1
"52",51,0,174717,"9.63",148.044115052,"91440300058974713","珠宝首饰","厂商授权旗舰店",35688.74,"91440300058974713N","13528423777","2017-01-13 15:04:46",32201,NA,NA,838966,93218.4444444,9,14,0.178286238645,"",93217.3023415,93217.3023415,"True","True",3567.76280977,62668.8431098,75202.6117317,279511,216586,2,"True","珠宝首饰",287,0,0,0,"False",0,0,0,"JINGDONG",0,0,2,1,0,0,2,1,0,0,115,0.00122518990444,"100万元","443
                                                天","SOP",91440300058974720,163948,0.95,1,1.2,1.2,1,0.786301369863,0,1
"53",52,3346.875,174733,"9.31",37.3811998681,"330212000166621","玩具乐器","专营店",32.36,"56125856-2","15258190006","2017-01-13 15:20:51",0,NA,NA,1360825.2,113402.1,12,14,0.238600426447,"",110048.737578,113395.612578,"True","True",3433.36009419,94091.6706296,112910.004756,132424,257250.25,9,"True","玩具乐器",774,0,0,0,"False",0,0,0,"JINGDONG",0,0,35,5,0,0,35,5,0,0,796.1,0.00572072431369,"60万元","78
                                                天","SOP",330227561258562,163959,0.95,1,1.2,1,0,1.2,0,1
"54",53,0,174740,"9.74",2710.5840635,"320103000204101","电脑、办公","专卖店",8464.07,"55209381-5","025-68662998","2017-01-13 15:34:46",0,NA,NA,14313270.97,1192772.58083,12,14,0.19325100588,"",1192097.10956,1192097.10956,"True","True",952698.441473,955016.755634,1146020.10676,398464,955636.18,7,"False","电脑、办公",592,0,0,0,"False",0,0,0,"JINGDONG",0,0,30,6,0,0,30,6,0,0,40102,0.0566303487945,"50万元","78
                                                天","SOP",320103552093815,163968,0.95,1,1.2,1,0,1.12438356164,0,1
"55",54,98560.6666667,174759,"9.38",355.774044722,"330782000238204","运动户外","厂商直营旗舰店",1111.33,"58501630-6","17706895678","2017-01-13 16:16:48",0,NA,NA,10247353.32,853946.11,12,14,0.722781951701,"",755358.172856,853918.839522,"True","True",484108.018246,605135.022807,484108.018246,1020033,762480.05,8,"True","运动户外",592,0,0,0,"False",0,0,0,"JINGDONG",0,0,3,2,0,0,3,2,0,0,1287.2,0.00319346587904,"50万元","78
                                                天","SOP",330725585016306,163971,0.95,1,0.8,1,1,1.12438356164,0,1
"56",55,12518.8333333,174764,"10",202.950541277,"330782000232109","家居家装","厂商直营旗舰店",597.13,"58266663-7","13615798778","2017-01-13 16:20:44",8266,NA,NA,2482645.18,206887.098333,12,14,0.324960056789,"",194364.617266,206883.450599,"True","True",152562.025719,199418.097315,199418.097315,180147,161351.03,4,"True","家居家装",774,0,0,0,"False",0,0,0,"JINGDONG",0,0,2,1,0,1,2,2,0,0,704.6,0.00176315207349,"50万元","78
                                                天","SOP",330725582666637,163971,0.95,1,1,1.2,1,1.2,0,1
"57",56,983.333333333,174774,"9.51",192.633335601,"330782000238204","家居家装","专营店",181.03,"58501630-6","17706895678","2017-01-13 16:24:40",0,NA,NA,2525242.38,210436.865,12,14,0.388555102738,"",209452.905196,210436.238529,"True","True",167797.600023,167797.600023,167797.600023,75137,26854.93,3,"True","家居家装",592,0,0,0,"False",0,0,0,"JINGDONG",0,0,2,1,0,1,2,2,0,0,85,0.000297700248072,"50万元","78
                                                天","SOP",330725585016306,163971,0.95,1,1,1,1,1.12438356164,0,1
"58",57,5931.41666667,174777,"9.59",189.164883755,"330782000232109","家居家装","厂商授权旗舰店",3217.08,"58266663-7","13615798778","2017-01-13 16:26:45",6992,NA,NA,4978666.07,414888.839167,12,14,0.270951246878,"",408948.386098,414879.802764,"True","True",392495.703317,441664.256986,529997.108383,280903,196484.72,9,"True","家居家装",774,0,0,0,"False",0,0,0,"JINGDONG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,777.5,0.00217802971146,"50万元","78
                                                天","SOP",330725582666637,163971,1,1,1.2,1.2,1,1.2,0,1
"59",58,0,174792,"9.66",174.722791609,"91440183668127263","电脑、办公","厂商直营旗舰店",148.78,"91440183668127263W","13427522334","2017-01-13 16:42:47",0,NA,NA,38202312.49,3183526.04083,12,14,0.112149532751,"",3182991.91971,3182991.91971,"True","True",3059962.74162,2549968.95135,3059962.74162,1e+06,1e+06,1,"True","电脑、办公",592,0,0,0,"False",0,0,0,"JINGDONG",0,0,15,3,0,0,15,3,0,0,67009.79,0.0167776584065,"2000万元","443
                                                天","SOP",91440183668127264,164004,0.95,1,1.2,1,1,1.12438356164,0,1
"60",59,859.566666667,174847,"9.51",50.5990147112,"9144090205856145","钟表","厂商授权旗舰店",253.49,"05856145-X","13922057870","2017-01-13 18:00:44",10548,NA,NA,557948.59,46495.7158333,12,14,0.120386384876,"",45632.8018495,46492.3685162,"True","True",0,46819.2546976,56183.1056371,124352,140676.09,10,"True","钟表",774,0,0,0,"False",0,0,0,"JINGDONG",0,0,53,5,0,0,53,5,0,0,348.2,0.00719919481493,"81万元","78
                                                天","SOP",9144090205856144,164034,0.95,1,1.2,1.2,0,1.2,0,1
"61",60,859.566666667,174847,"9.51",50.5990147112,"9144090205856145","钟表","厂商授权旗舰店",253.49,"05856145-X","13922057870","2017-01-13 18:00:44",10548,NA,NA,557948.59,46495.7158333,12,14,0.120386384876,"",45632.8018495,46492.3685162,"True","True",0,46819.2546976,56183.1056371,124352,140676.09,10,"True","钟表",774,0,0,0,"False",0,0,0,"JINGDONG",0,0,53,5,0,0,53,5,0,0,348.2,0.00719919481493,"81万元","78
                                                天","SOP",9144090205856144,164058,0.95,1,1.2,1.2,0,1.2,0,1
"62",61,0,175025,"9.43",231.965403928,"911101060696051712","汽车用品","专营店",9300,"911101060696051712","010-57100162","2017-01-14 11:50:45",0,NA,NA,4466739.52,372228.293333,12,14,0.4081166757,"",260543.503567,372205.005095,"True","True",7936.69928005,222764.69555,222764.69555,106960,609431.01,6,"False","汽车用品",775,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,25,2,25,2,25,2,1352,0.00625643951673,"50万元","77
                                                天","SOP",911101060696051712,164140,0.95,1,1,1,0,1.2,0,1
"63",62,844.9,175051,"9.63",155.886207254,"350206200352248","厨具","专营店",0,"30284924-5","0592-5772082","2017-01-14 13:12:43",0,NA,NA,1300265.43,108355.4525,12,14,0.204408013604,"",107479.78689,108324.68689,"True","True",97711.0892679,86146.5215181,103375.825822,30050,62529.31,4,"False","厨具",593,0,0,0,"False",0,0,0,"JINGDONG",0,0,1,1,0,0,1,1,0,0,2518,0.0283932274823,"300万元","77
                                                天","SOP",350206302849245,164159,0.95,1,1.2,1,1,1.12493150685,0,1
"64",63,0,175053,"9.23",227.637273387,"9135020659495023","鞋靴","专营店",362.44,"9135020659495023XP","18050070386","2017-01-14 13:16:40",0,NA,NA,627823.6,52318.6333333,12,14,0.378166517635,"",47086.77,47086.77,"True","True",33806.6882994,33806.6882994,33806.6882994,0,0,0,"False","鞋靴",379,0,0,0,"False",0,0,0,"JINGDONG",0,0,5,1,0,0,5,1,0,0,NA,NA,"500万元","77
                                                天","SOP",35020659495023,164159,0.95,1,1,1,1,1.00767123288,0,1
"65",64,0,175598,"9.74",41.3333333333,"350206200352248","个护化妆","专营店",NA,"30284924-5","0592-5772082","2017-01-16 09:43:51",NA,NA,NA,2480,1240,2,14,2.08166599947,"",1116,1116,"True","True",0,0,0,0,NA,0,"False","个护化妆",76,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"300万元","75
                                                天","SOP",350206302849245,164159,1.045,1,0.5,1,1,0,0,1
"66",65,271.333333333,175814,"9.55",98.7292866879,"91445103323302775","厨具","厂商授权旗舰店",16.05,"91445103323302775T","18933046622","2017-01-16 14:07:51",0,NA,NA,217303.16,36217.1933333,6,14,0.850040020357,"",35930.1098283,36201.4431616,"True","True",12282.4865578,15353.1081973,12282.4865578,0,0,0,"False","厨具",199,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,2677,0.0434881068069,"100万元","75
                                                天","SOP",91445103323302768,164171,1.045,1,0.8,1,1,0.545205479452,0,1
"67",66,0,174792,"9.66",174.722791609,"91440183668127263","电脑、办公","厂商直营旗舰店",148.78,"91440183668127263W","13427522334","2017-01-13 16:42:47",0,NA,NA,38202312.49,3183526.04083,12,14,0.112149532751,"",3182991.91971,3182991.91971,"True","True",3059962.74162,2549968.95135,3059962.74162,1e+06,1e+06,1,"True","电脑、办公",592,0,0,0,"False",0,0,0,"JINGDONG",0,0,15,3,0,0,15,3,0,0,67009.79,0.0167776584065,"2000万元","443
                                                天","SOP",91440183668127264,164177,0.95,1,1.2,1,1,1.12438356164,0,1
"68",67,0,174173,"9.75",49.3533486766,"440306109606014","手机","专营店",NA,"30629780-4","0755-27363787","2017-01-12 13:20:39",NA,NA,NA,42888.06,7148.01,6,14,0.981301277046,"",7147.99138388,7147.99138388,"True","True",2176.71025293,2720.88781616,2176.71025293,0,NA,0,"False","手机",195,0,0,0,"False",0,0,0,"JINGDONG",0,0,15,3,0,0,15,3,0,0,1.6,0.000260437861154,"200万元","79
                                                天","SOP",440300306297804,164223,0.95,1,0.8,1,1,0.534246575342,0,1
"69",68,99.3333333333,175139,"9.52",67.1076142132,"91320204562941419","运动户外","专营店",NA,"91320204562941419N","15852535722","2017-01-14 17:36:40",NA,NA,NA,13220.2,3305.05,4,14,1.15226390041,"",3205.65111802,3304.98445136,"True","True",0,0,0,0,NA,0,"False","运动户外",135,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,15,0.00198328749736,"50万元","77
                                                天","SOP",91320204562941424,164231,1.045,1,0.5,1,1,0,0,1
"70",69,0,175724,"9.53",1464.24081633,"1112015022727","家用电器","厂商授权旗舰店",NA,"59373013-9","15818836102","2017-01-16 12:05:47",NA,NA,NA,215243.4,53810.85,4,14,1.09514372327,"",53805.3679907,53805.3679907,"True","True",0,0,0,0,NA,0,"False","家用电器",137,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,1229,0.0101875537769,"100万元","75
                                                天","SOP",91440111593730144,164276,1.045,1,0.5,1,1,0,0,1
"71",70,0,175295,"9.85",544.768102564,"320324000131454","家具","厂商直营旗舰店",0.39,"33084252-6","13914827673","2017-01-15 10:08:43",0,NA,NA,106229.78,11803.3088889,9,14,0.752731630001,"",10622.978,10622.978,"True","True",5273.74104804,6592.17631005,5273.74104804,8510,8076.31,2,"False","家具",289,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,NA,NA,"100万元","76
                                                天","SOP",320324330842526,164311,1.045,1,0.8,1,1,0.791780821918,0,1
"72",71,0,175310,"9.62",469.731044349,"120222000207869","个护化妆","厂商授权旗舰店",24672.07,"08301374-6","15022080275","2017-01-15 10:26:46",0,NA,NA,656684,93812,7,14,0.602920529718,"",93758.9139949,93758.9139949,"True","True",33383.3108569,41729.1385712,33383.3108569,0,0,0,"False","个护化妆",228,0,0,0,"False",0,0,0,"JINGDONG",0,0,8,1,0,0,8,1,0,0,11124,0.0565876487944,"100万元","441
                                                天","SOP",120222083013746,164315,0.95,1,0.8,1,1,0.624657534247,0,1
"73",72,0,175942,"9.03",2294.83869492,"91440606086766671","家具","厂商直营旗舰店",3615.33,"08676667-1","0757-29226748","2017-01-16 16:11:32",189690,NA,NA,2699049.66,224920.805,12,14,0.734399730101,"",202428.7245,202428.7245,"True","True",42914.4694,194888.947761,155911.158209,4e+05,4e+05,1,"True","家具",595,0,0,0,"False",0,0,0,"JINGDONG",0,0,5,3,0,0,5,3,0,0,NA,NA,"50万元","75
                                                天","SOP",91440606086766672,164393,0.95,1,0.8,1.2,1,1.12602739726,0,1
"74",73,0,175450,"9.63",250.887726415,"91350526","厨具","厂商授权旗舰店",596.86,"91350526M00002EN38","15260893711","2017-01-15 18:24:40",38888,NA,NA,8645841.94,720486.828333,12,14,0.109215578368,"",720434.636374,720434.636374,"True","True",383965.613648,621034.394489,745241.273387,269141,961111.9,10,"True","厨具",380,0,0,0,"False",0,0,0,"JINGDONG",0,0,3,3,0,1,3,4,0,1,7398,0.00724398526704,"100万元","76
                                                天","SOP",91350526,164419,0.95,1,1.2,1.2,1,1.00821917808,0,1
"75",74,10091.85,175743,"9.73",158.782991924,"110111016892687","厨具","专营店",2129.65,"09535865-3","18601036512","2017-01-16 12:33:45",0,NA,NA,2112138.65,176011.554167,12,14,0.29049797163,"",113093.179045,175978.612922,"True","True",0,90734.0378593,108880.845431,366307,337418.7,8,"False","厨具",595,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,50,3,50,3,50,3,2264.22,0.0187153878524,"100万元","75
                                                天","SOP",110111095358653,164446,0.95,1,1.2,1,0,1.12602739726,0,1
"76",75,0,175745,"9.51",161.99443631,"110111016892687","厨具","专卖店",85.07,"09535865-3","18601036512","2017-01-16 12:35:53",0,NA,NA,110642.2,22128.44,5,14,1.00428846937,"",22126.2116425,22126.2116425,"True","True",5439.97918881,10879.9583776,5439.97918881,15610,22306,4,"False","厨具",229,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,603,0.0100701066463,"100万元","75
                                                天","SOP",110111095358653,164446,1.045,1,0.5,1,1,0.627397260274,0,1
"77",76,212.87,175710,"9.31",197.397090482,"913302267900684207","家用电器","厂商直营旗舰店",2370.34,"913302267900684207","0574-65238276","2017-01-16 11:55:50",0,NA,NA,1092987.69,91082.3075,12,14,0.493724236872,"",90830.6359645,91043.5059645,"True","True",80160.2136854,80160.2136854,80160.2136854,0,0,0,"False","家用电器",595,0,0,0,"False",0,0,0,"JINGDONG",0,0,0,0,0,0,0,0,0,0,8375,0.0426005187853,"25万元","75
                                                天","SOP",913302267900684160,164534,1.045,1,1,1,1,1.12602739726,0,1
